Location,count_week,vap,wet,pet,pre,tmn,tmp,tmx,dtr,Week,Epi_Week,Total_cases,Cum_cases,Weeks,Month,Year,Country,Population,Latitude,Longitude
PUJEHUN,74,24.3067018990224,17.7523484577011,2.88159431952871,184.418728062332,19.860382273013,24.0401956603235,28.3222288402271,28.3222288402271,26 May to 01 June 2014 (2014-W22), 2014-W22 ,0,0,2014-05-27,5,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,75,24.4211741664006,18.2679661626633,2.83208566550277,197.271139757727,19.9761315674601,24.1089388748551,28.3376601372938,28.3376601372938,02 to 08 June 2014 (2014-W23), 2014-W23 ,0,0,2014-06-03,6,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,76,24.38857853737,18.4608033389671,2.76967064053052,202.456217073072,19.9811094082571,24.0507953841866,28.1946346523071,28.1946346523071,09 to 15 June 2014 (2014-W24), 2014-W24 ,0,0,2014-06-10,6,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,77,24.2364198253073,18.4459800677557,2.69834192172178,202.67128658256,19.8997178767461,23.8865954754684,27.9184908876756,27.9184908876756,16 to 22 June 2014 (2014-W25), 2014-W25 ,0,0,2014-06-17,6,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,78,23.9963447421912,18.3539083033322,2.62336365842784,201.0309977402,19.762500298727,23.6438325477297,27.5425167135298,27.5425167135298,23 to 29 June 2014 (2014-W26), 2014-W26 ,0,0,2014-06-24,6,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,79,23.7,18.315,2.55,200.65,19.6,23.35,27.1,27.1,30 June to 06 July 2014 (2014-W27), 2014-W27 ,0,0,2014-07-01,7,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,80,23.3773408378758,18.4357992305852,2.48315663953639,203.979520939785,19.4354015777434,23.0318871548532,26.6276014516781,26.6276014516781,07 to 13 July 2014 (2014-W28), 2014-W28 ,0,0,2014-07-08,7,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,81,23.0515566036139,18.7273785420061,2.42630544512245,210.81710063264,19.2624547146493,22.713467029042,26.1754731110012,26.1754731110012,14 to 20 July 2014 (2014-W29), 2014-W29 ,0,0,2014-07-15,7,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,82,22.7441451721728,19.1769425997037,2.38255982859041,220.296857275465,19.067550364788,22.4180085628635,25.7971398548674,25.7971398548674,21 to 27 July 2014 (2014-W30), 2014-W30 ,0,0,2014-07-22,7,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,83,22.4766044185112,19.7716960691194,2.35503320177254,231.55290906516,18.8370794822299,22.168780696615,25.546126560175,25.546126560175,28 July to 03 August 2014 (2014-W31), 2014-W31 ,4,4,2014-07-29,7,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,84,22.2697515591672,20.4923949047479,2.34672060711743,243.697796553612,18.561105631457,21.9885036468719,25.4716580937433,25.4716580937433,04 to 10 August 2014 (2014-W32), 2014-W32 ,2,6,2014-08-05,8,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,85,22.1364911565397,21.2448287963309,2.35924104298858,255.593220169429,18.2723864729861,21.8935187169461,25.5729717052242,25.5729717052242,11 to 17 August 2014 (2014-W33), 2014-W33 ,0,6,2014-08-12,8,2014,Sierra Leone,228392,7.3562993,-11.7210635
PUJEHUN,86,22.0846228348732,21.8864221015118,2.39332573737205,265.939048003619,18.031224245421,21.8960517822369,25.8170545686773,25.8170545686773,18 to 24 August 2014 (2014-W34), 2014-W34 ,7,13,2014-08-19,8,2014,Sierra Leone,228392,7.3562993,-11.7210635
